superkingdom	baltimore	phylum	class	order	family	subfamily	genus	species	name	tax_id
Bacteria		Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	NA	Desulfovibrio	NA	Desulfovibrio vulgaris	881
Bacteria		Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	NA	Desulfovibrio	NA	Desulfovibrio piger	901
Bacteria		Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	NA	Lawsonia	NA	Lawsonia intracellularis	29546
Bacteria		Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfomicrobiaceae	NA	NA	NA	Desulfomicrobium	898
Bacteria		Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	NA	Asticcacaulis	NA	Asticcacaulis excentricus	78587
Bacteria		Proteobacteria	Alphaproteobacteria	Pelagibacterales	NA	NA	Candidatus Fonsibacter	NA	Candidatus Fonsibacter ubiquis	1925548
Bacteria		Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	NA	Alistipes	NA	Alistipes finegoldii	214856
Bacteria		Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA	Candidatus Azobacteroides	NA	Candidatus Azobacteroides pseudotrichonymphae	511435
Bacteria		Bacteroidetes	Cytophagia	Cytophagales	Hymenobacteraceae	NA	Hymenobacter	NA	Hymenobacter sp. APR13	1356852
Bacteria		Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	NA	Tenacibaculum	NA	Tenacibaculum maritimum	107401
Bacteria		Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	NA	Sebaldella	NA	Sebaldella termitidis	826
Bacteria		Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	NA	Sneathia	NA	Sneathia amnii	187101
Bacteria		Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	NA	Fusobacterium	NA	Fusobacterium nucleatum	851
Bacteria		Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	NA	NA	NA	Akkermansia	239934
Archaea		Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanocorpusculaceae	NA	Methanocorpusculum	NA	Methanocorpusculum labreanum	83984
Viruses	dsDNA viruses, no RNA stage	NA	NA	Caudovirales	Siphoviridae	Guernseyvirinae	NA	NA	K1gvirus	1910992
Viruses	ssDNA viruses	NA	NA	NA	Microviridae	NA	NA	NA	Parabacteroides phage YZ-2015b	1655645
Viruses	ssDNA viruses	NA	NA	NA	Anelloviridae	NA	NA	NA	Alphatorquevirus	687331
Viruses	ssDNA viruses	NA	NA	NA	Anelloviridae	NA	Alphatorquevirus	NA	Torque teno virus 15	687354
Viruses	ssDNA viruses	NA	NA	NA	Anelloviridae	NA	Alphatorquevirus	NA	Torque teno virus 19	687358
Viruses	ssDNA viruses	NA	NA	NA	Anelloviridae	NA	Alphatorquevirus	NA	Torque teno virus 16	687355
Viruses	ssDNA viruses	NA	NA	NA	Anelloviridae	NA	Alphatorquevirus	NA	Torque teno virus 3	687342
Viruses	ssDNA viruses	NA	NA	NA	Anelloviridae	NA	Alphatorquevirus	NA	Torque teno virus 8	687347
Viruses	ssDNA viruses	NA	NA	NA	Anelloviridae	NA	Alphatorquevirus	NA	Torque teno virus 6	687345
Viruses	ssDNA viruses	NA	NA	NA	Anelloviridae	NA	Alphatorquevirus	NA	Torque teno virus 12	687351
Viruses	ssDNA viruses	NA	NA	NA	Anelloviridae	NA	Alphatorquevirus	NA	Torque teno virus 14	687353
Viruses	ssDNA viruses	NA	NA	NA	Anelloviridae	NA	Alphatorquevirus	NA	Torque teno virus 10	687349
Viruses	ssDNA viruses	NA	NA	NA	Anelloviridae	NA	Alphatorquevirus	NA	Torque teno virus 28	687367
Viruses	ssDNA viruses	NA	NA	NA	Anelloviridae	NA	Betatorquevirus	NA	Torque teno mini virus ALH8	1535291
Viruses	ssDNA viruses	NA	NA	NA	Anelloviridae	NA	Betatorquevirus	NA	Torque teno mini virus 4	687372
Viruses	ssDNA viruses	NA	NA	NA	Anelloviridae	NA	NA	NA	Gammatorquevirus	687333
Viruses	dsDNA viruses, no RNA stage	NA	NA	Caudovirales	Siphoviridae	Tunavirinae	NA	NA	Rtpvirus	1920864
Viruses	dsDNA viruses, no RNA stage	NA	NA	Caudovirales	Siphoviridae	Tunavirinae	Rtpvirus	NA	Escherichia virus ACGM12	1945565
Viruses	dsDNA viruses, no RNA stage	NA	NA	Caudovirales	Siphoviridae	Tunavirinae	Rtpvirus	NA	Escherichia virus Rtp	355246
Viruses	dsDNA viruses, no RNA stage	NA	NA	Caudovirales	Siphoviridae	Tunavirinae	NA	NA	Rogue1virus	1920866
Viruses	dsDNA viruses, no RNA stage	NA	NA	Caudovirales	Siphoviridae	Tunavirinae	Rogue1virus	NA	Escherichia virus Eb49	1920997
Viruses	dsDNA viruses, no RNA stage	NA	NA	Caudovirales	Siphoviridae	Tunavirinae	Rogue1virus	NA	Escherichia virus E41c	1920996
Viruses	dsDNA viruses, no RNA stage	NA	NA	Caudovirales	Siphoviridae	Tunavirinae	Rogue1virus	NA	Escherichia virus AHS24	1920994
Viruses	dsDNA viruses, no RNA stage	NA	NA	Caudovirales	Siphoviridae	Tunavirinae	Rogue1virus	NA	Escherichia virus Rogue1	1921000
Viruses	dsDNA viruses, no RNA stage	NA	NA	Caudovirales	Siphoviridae	Tunavirinae	Kp36virus	NA	Klebsiella virus KP36	1920861
Viruses	dsDNA viruses, no RNA stage	NA	NA	Caudovirales	Siphoviridae	Tunavirinae	Kp36virus	NA	Klebsiella virus KLPN1	1981041
Viruses	dsDNA viruses, no RNA stage	NA	NA	Caudovirales	Siphoviridae	Tunavirinae	NA	NA	Enterobacteria phage vB_EcoS_NBD2	1852563
Viruses	dsDNA viruses, no RNA stage	NA	NA	Caudovirales	Siphoviridae	NA	NA	NA	Enterococcus phage vB_EfaS_IME197	1747326
Viruses	dsDNA viruses, no RNA stage	NA	NA	Caudovirales	Siphoviridae	NA	NA	NA	Lactococcus phage P335 sensu lato	354260
Viruses	dsDNA viruses, no RNA stage	NA	NA	Caudovirales	Siphoviridae	NA	NA	NA	Lactobacillus phage phiPYB5	438780
Viruses	dsDNA viruses, no RNA stage	NA	NA	Caudovirales	Siphoviridae	NA	NA	NA	Lactobacillus phage LF1	947980
Viruses	dsDNA viruses, no RNA stage	NA	NA	Caudovirales	Siphoviridae	NA	Pis4avirus	NA	Salmonella phage 64795_sal3	1813769
Viruses	dsDNA viruses, no RNA stage	NA	NA	Caudovirales	Siphoviridae	Guernseyvirinae	K1gvirus	NA	Escherichia virus K1G	1911008
Viruses	dsDNA viruses, no RNA stage	NA	NA	Caudovirales	Siphoviridae	Guernseyvirinae	K1gvirus	NA	Escherichia virus K1H	1911010
Viruses	dsDNA viruses, no RNA stage	NA	NA	Caudovirales	Siphoviridae	Guernseyvirinae	Jerseyvirus	NA	Salmonella virus Jersey	2005696
Viruses	dsDNA viruses, no RNA stage	NA	NA	Caudovirales	Siphoviridae	Guernseyvirinae	Jerseyvirus	NA	Salmonella virus SS3e	2005701
Viruses	dsDNA viruses, no RNA stage	NA	NA	Caudovirales	Siphoviridae	Guernseyvirinae	Jerseyvirus	NA	Salmonella virus SETP13	2005694
Viruses	dsDNA viruses, no RNA stage	NA	NA	Caudovirales	Siphoviridae	Guernseyvirinae	Jerseyvirus	NA	Salmonella virus f18SE	1981032
Viruses	dsDNA viruses, no RNA stage	NA	NA	Caudovirales	Siphoviridae	Guernseyvirinae	Jerseyvirus	NA	Salmonella virus SE2	2005699
Viruses	dsDNA viruses, no RNA stage	NA	NA	Caudovirales	Siphoviridae	Guernseyvirinae	Jerseyvirus	NA	Salmonella phage BPS11Q3	1857099
Viruses	dsDNA viruses, no RNA stage	NA	NA	Caudovirales	Siphoviridae	Guernseyvirinae	NA	NA	Enterobacter phage phiEap-2	1701257
Viruses	dsDNA viruses, no RNA stage	NA	NA	Caudovirales	Siphoviridae	NA	NA	NA	Phifelvirus	1623299
Viruses	dsDNA viruses, no RNA stage	NA	NA	Caudovirales	Siphoviridae	NA	Phifelvirus	NA	Enterococcus virus FL3	1633151
Viruses	dsDNA viruses, no RNA stage	NA	NA	Caudovirales	Siphoviridae	NA	Phifelvirus	NA	Enterococcus virus FL2	1633150
Viruses	dsDNA viruses, no RNA stage	NA	NA	Caudovirales	Siphoviridae	NA	Phifelvirus	NA	Enterococcus virus FL1	1633149
Bacteria		Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	NA	Tannerella	NA	Tannerella forsythia	28112
Bacteria		Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	NA	Prevotella	NA	Prevotella dentalis	52227
Bacteria		Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	NA	Flavobacterium	NA	Flavobacterium album	2175091
Bacteria		Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	NA	Capnocytophaga	NA	Capnocytophaga cynodegmi	28189
Bacteria		Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	NA	Ornithobacterium	NA	Ornithobacterium rhinotracheale	28251
Bacteria		Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	NA	Formosa	NA	Formosa sp. Hel3_A1_48	1336795
Bacteria		Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	NA	Gramella	NA	Gramella forsetii	411153
Bacteria		Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	NA	Dokdonia	NA	Dokdonia sp. MED134	313590
Bacteria		Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	NA	Nonlabens	NA	Nonlabens marinus	930802
Bacteria		Bacteroidetes	Cytophagia	Cytophagales	Hymenobacteraceae	NA	Pontibacter	NA	Pontibacter akesuensis	388950
Bacteria		Chlorobi	Chlorobia	Chlorobiales	Chlorobiaceae	NA	Chloroherpeton	NA	Chloroherpeton thalassium	100716
Bacteria		Chlorobi	Chlorobia	Chlorobiales	Chlorobiaceae	NA	Chlorobium	NA	Chlorobium chlorochromatii	337090
Bacteria		Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	NA	NA	NA	Erysipelotrichaceae bacterium I46	1834207
Bacteria		Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	NA	Enterococcus	NA	Enterococcus sp. FDAARGOS_163	2060306
Bacteria		Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	NA	Lactobacillus	NA	Lactobacillus salivarius	1624
Bacteria		Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	NA	Leuconostoc	NA	Leuconostoc gelidum	1244
Bacteria		Firmicutes	Bacilli	Bacillales	Staphylococcaceae	NA	Staphylococcus	NA	Staphylococcus epidermidis	1282
Bacteria		Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	Lachnoclostridium	NA	Lachnoclostridium phytofermentans	66219
Bacteria		Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	Blautia	NA	Blautia sp. N6H1-15	1912897
Bacteria		Firmicutes	Clostridia	Clostridiales	Clostridiaceae	NA	Clostridium	NA	Clostridium sp. SY8519	1042156
Bacteria		Firmicutes	Clostridia	Clostridiales	Clostridiaceae	NA	Clostridium	NA	Clostridium autoethanogenum	84023
Bacteria		Firmicutes	Clostridia	Clostridiales	Clostridiaceae	NA	Clostridium	NA	Clostridium carboxidivorans	217159
Bacteria		Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	Ruminococcus	NA	Ruminococcus bicirculans	1160721
Bacteria		Firmicutes	Clostridia	Clostridiales	Oscillospiraceae	NA	Oscillibacter	NA	Oscillibacter valericigenes	351091
Bacteria		Firmicutes	Clostridia	Clostridiales	Clostridiales Family XIII. Incertae Sedis	NA	Mogibacterium	NA	Mogibacterium pumilum	86332
Bacteria		Firmicutes	Clostridia	Clostridiales	Christensenellaceae	NA	Christensenella	NA	Christensenella massiliensis	1805714
Bacteria		Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	NA	Parvimonas	NA	Parvimonas micra	33033
Bacteria		Actinobacteria	Actinobacteria	Micrococcales	Brevibacteriaceae	NA	NA	NA	Brevibacterium	1696
Bacteria		Actinobacteria	Actinobacteria	Micrococcales	Brevibacteriaceae	NA	Brevibacterium	NA	Brevibacterium siliguriense	1136497
Bacteria		Actinobacteria	Actinobacteria	Micrococcales	Dermabacteraceae	NA	Brachybacterium	NA	Brachybacterium ginsengisoli	1331682
Bacteria		Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	NA	Rhodoluna	NA	Rhodoluna lacicola	529884
Bacteria		Actinobacteria	Actinobacteria	Streptomycetales	NA	NA	NA	NA	Streptomycetaceae	2062
Bacteria		Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	NA	Streptomyces	NA	Streptomyces sp. ICC4	2099584
Bacteria		Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	NA	Schaalia	NA	Schaalia meyeri	52773
Bacteria		Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	NA	Micromonospora	NA	Micromonospora siamensis	299152
Bacteria		Actinobacteria	Coriobacteriia	Coriobacteriales	Atopobiaceae	NA	Olsenella	NA	Olsenella umbonata	604330
Bacteria		Chloroflexi	Dehalococcoidia	Dehalococcoidales	Dehalococcoidaceae	NA	Dehalococcoides	NA	Dehalococcoides mccartyi	61435
Bacteria		Tenericutes	Mollicutes	Acholeplasmatales	Acholeplasmataceae	NA	Acholeplasma	NA	Acholeplasma laidlawii	2148
Bacteria		Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	NA	NA	NA	Proteus	583
Bacteria		Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	NA	Proteus	NA	Proteus vulgaris	585
Bacteria		Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	NA	Pantoea	NA	Pantoea alhagi	1891675
Bacteria		Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	NA	Pseudomonas	NA	Pseudomonas sp. LH1G9	2083055
Bacteria		Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	NA	Burkholderia	NA	Burkholderia dolosa	152500
Bacteria		Proteobacteria	Betaproteobacteria	Burkholderiales	NA	NA	NA	NA	Burkholderiales bacterium YL45	1834205
Bacteria		Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	NA	Neisseria	NA	Neisseria sp. 10023	1853278
Bacteria		Proteobacteria	Betaproteobacteria	Neisseriales	Chromobacteriaceae	NA	Vogesella	NA	Vogesella sp. LIG4	1192162
Bacteria		Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	NA	Desulfovibrio	NA	Desulfovibrio magneticus	184917
Bacteria		Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	NA	Desulfobulbus	NA	Desulfobulbus oralis	1986146
Bacteria		Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	NA	Helicobacter	NA	Helicobacter canadensis	123841
Bacteria		Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	NA	Acetobacter	NA	Acetobacter persici	1076596
Bacteria		Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	NA	Akkermansia	NA	Akkermansia glycaniphila	1679444
Bacteria		Chlamydiae	Chlamydiia	Chlamydiales	Chlamydiaceae	NA	Chlamydia	NA	Chlamydia psittaci	83554
Bacteria		Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	NA	Leptotrichia	NA	Leptotrichia sp. oral taxon 212	712357
Archaea		Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	NA	Methanosarcina	NA	Methanosarcina horonobensis	418008
Viruses	dsRNA viruses	NA	NA	NA	Cystoviridae	NA	Cystovirus	NA	Pseudomonas virus phi6	10879
Viruses	dsDNA viruses, no RNA stage	NA	NA	Caudovirales	Podoviridae	Autographivirinae	T7virus	NA	Pseudomonas phage phi15	988656
Viruses	dsDNA viruses, no RNA stage	NA	NA	Caudovirales	Podoviridae	Autographivirinae	T7virus	NA	Pseudomonas phage phiPSA2	1500756
Viruses	dsDNA viruses, no RNA stage	NA	NA	Caudovirales	Podoviridae	Autographivirinae	T7virus	NA	Pseudomonas phage PPPL-1	1755692
Viruses	dsDNA viruses, no RNA stage	NA	NA	Caudovirales	Podoviridae	Autographivirinae	T7virus	NA	Pseudomonas phage PPpW-4	1279083
Viruses	dsDNA viruses, no RNA stage	NA	NA	NA	Baculoviridae	NA	Betabaculovirus	NA	Choristoneura occidentalis granulovirus	364745
Bacteria		Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA	NA	Pseudomonadales	72274
Bacteria		Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	NA	Pseudomonas	NA	Pseudomonas amygdali	47877
Bacteria		Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	NA	Pseudomonas	NA	Pseudomonas cichorii	36746
Bacteria		Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	NA	Pseudomonas	NA	Pseudomonas sp. Lz4W	1206777
Bacteria		Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	NA	Pseudomonas	NA	Pseudomonas mucidolens	46679
Bacteria		Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	NA	Pseudomonas	NA	Pseudomonas mediterranea	183795
Bacteria		Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	NA	Pseudomonas	NA	Pseudomonas furukawaii	1149133
Bacteria		Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	NA	Pseudomonas	NA	Pseudomonas alcaligenes	43263
Bacteria		Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	NA	Pseudomonas	NA	Pseudomonas sp. PONIH3	1636610
Bacteria		Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	NA	Pseudomonas	NA	Pseudomonas sp. StFLB209	1028989
Bacteria		Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	NA	Pseudomonas	NA	Pseudomonas entomophila	312306
Bacteria		Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	NA	Pseudomonas	NA	Pseudomonas sabulinigri	472181
Bacteria		Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	NA	Pseudomonas	NA	Pseudomonas saudiphocaensis	1499686
Bacteria		Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	NA	Pseudomonas	NA	Pseudomonas psychrotolerans	237610
Bacteria		Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	NA	Pseudomonas	NA	Pseudomonas sp. TCU-HL1	1856685
Bacteria		Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	NA	Pseudomonas	NA	Pseudomonas sp. St29	1500687
Bacteria		Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	NA	Pseudomonas	NA	Pseudomonas alkylphenolica	237609
Bacteria		Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	NA	Pseudomonas	NA	Pseudomonas sp. LAB-08	143813
Bacteria		Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	NA	Pseudomonas	NA	Pseudomonas sp. R2A2	2213057
Bacteria		Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	NA	Pseudomonas	NA	Pseudomonas thivervalensis	86265
Bacteria		Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	NA	Pseudomonas	NA	Pseudomonas sp. LPH1	1898684
Bacteria		Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	NA	Pseudomonas	NA	Pseudomonas umsongensis	198618
Bacteria		Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	NA	Pseudomonas	NA	Pseudomonas sp. 09C 129	2054915
Bacteria		Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	NA	Pseudomonas	NA	Pseudomonas sp. 31-12	2201356
Bacteria		Proteobacteria	Gammaproteobacteria	Pseudomonadales	NA	NA	NA	NA	Moraxellaceae	468
Bacteria		Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	NA	Acinetobacter	NA	Acinetobacter junii	40215
Bacteria		Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	NA	NA	NA	Moraxella	475
Bacteria		Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	NA	Moraxella	NA	Moraxella bovoculi	386891
Bacteria		Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	NA	Psychrobacter	NA	Psychrobacter cryohalolentis	330922
Bacteria		Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	NA	Psychrobacter	NA	Psychrobacter sp. AntiMn-1	1720344
Bacteria		Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	NA	Psychrobacter	NA	Psychrobacter sp. G	571800
Bacteria		Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	NA	Candidatus Blochmannia	NA	Candidatus Blochmannia floridanus	203907
Bacteria		Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	NA	Candidatus Blochmannia	NA	Candidatus Blochmannia vafer	251535
Bacteria		Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	NA	Limnobaculum	NA	Limnobaculum parvum	2172103
Bacteria		Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	NA	Candidatus Moranella	NA	Candidatus Moranella endobia	1048758
Bacteria		Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	NA	Candidatus Ishikawaella	NA	Candidatus Ishikawaella capsulata	168169
Bacteria		Proteobacteria	Gammaproteobacteria	Enterobacterales	NA	NA	NA	NA	Pectobacteriaceae	1903410
Bacteria		Proteobacteria	Gammaproteobacteria	Enterobacterales	Pectobacteriaceae	NA	Dickeya	NA	Dickeya paradisiaca	69223
Bacteria		Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	NA	Yersinia	NA	Yersinia kristensenii	28152
Bacteria		Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	NA	Xenorhabdus	NA	Xenorhabdus nematophila	628
Bacteria		Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA	NA	Thiotrichales	72273
Bacteria		Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae	NA	NA	NA	Francisella	262
Bacteria		Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae	NA	Francisella	NA	Francisella persica	954
Bacteria		Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae	NA	Francisella	NA	Francisella tularensis	263
Bacteria		Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae	NA	Francisella	NA	Francisella philomiragia	28110
Bacteria		Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae	NA	Allofrancisella	NA	Allofrancisella guangzhouensis	594679
Bacteria		Proteobacteria	Gammaproteobacteria	Thiotrichales	NA	NA	NA	NA	Piscirickettsiaceae	135616
Bacteria		Proteobacteria	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	NA	Methylophaga	NA	Methylophaga nitratireducenticrescens	754476
Bacteria		Proteobacteria	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	NA	Piscirickettsia	NA	Piscirickettsia salmonis	1238
Bacteria		Proteobacteria	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	NA	NA	NA	Thiomicrospira	933
Bacteria		Proteobacteria	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	NA	Thiomicrospira	NA	Thiomicrospira aerophila	92245
Bacteria		Proteobacteria	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	NA	NA	NA	Cycloclasticus	34067
Bacteria		Proteobacteria	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	NA	Hydrogenovibrio	NA	Hydrogenovibrio crunogenus	39765
Bacteria		Proteobacteria	Gammaproteobacteria	Thiotrichales	Thiotrichaceae	NA	Beggiatoa	NA	Beggiatoa leptomitoformis	288004
Bacteria		Proteobacteria	Gammaproteobacteria	Thiotrichales	Thiotrichaceae	NA	Thioploca	NA	Thioploca ingrica	40754
Bacteria		Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA	NA	Oceanospirillales	135619
Bacteria		Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	NA	Halomonas	NA	Halomonas subglaciescola	29571
Bacteria		Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	NA	Halomonas	NA	Halomonas beimenensis	475662
Bacteria		Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	NA	Halomonas	NA	Halomonas sp. SF2003	2136172
Bacteria		Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	NA	Halomonas	NA	Halomonas sp. GT	1971364
Bacteria		Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	NA	Halomonas	NA	Halomonas chromatireducens	507626
Bacteria		Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	NA	Halomonas	NA	Halomonas sp. 1513	1883416
Bacteria		Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	NA	Halomonas	NA	Halomonas elongata	2746
Bacteria		Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	NA	Salinicola	NA	Salinicola tamaricis	1771309
Bacteria		Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	NA	Chromohalobacter	NA	Chromohalobacter salexigens	158080
Bacteria		Proteobacteria	Gammaproteobacteria	Oceanospirillales	NA	NA	NA	NA	Oceanospirillaceae	135620
Bacteria		Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	NA	NA	NA	Marinomonas	28253
Bacteria		Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	NA	Marinomonas	NA	Marinomonas primoryensis	178399
Bacteria		Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	NA	Marinomonas	NA	Marinomonas mediterranea	119864
Bacteria		Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	NA	Marinomonas	NA	Marinomonas posidonica	936476
Bacteria		Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	NA	Thalassolituus	NA	Thalassolituus oleivorans	187493
Bacteria		Proteobacteria	Gammaproteobacteria	Oceanospirillales	Kangiellaceae	NA	NA	NA	Kangiella	261963
Bacteria		Proteobacteria	Gammaproteobacteria	Oceanospirillales	Kangiellaceae	NA	Kangiella	NA	Kangiella geojedonensis	914150
Bacteria		Proteobacteria	Gammaproteobacteria	Oceanospirillales	Kangiellaceae	NA	Kangiella	NA	Kangiella sediminilitoris	1144748
Bacteria		Proteobacteria	Gammaproteobacteria	Oceanospirillales	NA	NA	NA	NA	Saccharospirillaceae	255527
Bacteria		Proteobacteria	Gammaproteobacteria	Oceanospirillales	Saccharospirillaceae	NA	Reinekea	NA	Reinekea forsetii	1336806
Bacteria		Proteobacteria	Gammaproteobacteria	Oceanospirillales	Hahellaceae	NA	Hahella	NA	Hahella chejuensis	158327
Bacteria		Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	NA	Vibrio	NA	Vibrio campbellii	680
