# Constructed from biom file
#OTU ID	s4004-taxa	sW3-taxa	s3894-taxa	sW1-taxa	s3761-taxa	s4281-taxa	s3940-taxa	s3654-taxa	sW2-taxa	s3961-taxa	s3954-taxa	s3574-taxa	s3764-taxa	s3594-taxa	s4280-taxa	s3951-taxa	s3681-taxa	s3520-taxa	s3570-taxa	s3680-taxa	s4011-taxa	s3521-taxa	s3751-taxa	s3330-taxa	s3981-taxa	s3760-taxa	sS3-taxa	s3944-taxa	s4284-taxa	s3590-taxa	s3730-taxa	sE2-taxa	s3591-taxa	s3651-taxa	s3451-taxa	s3731-taxa	sE4-taxa	s3684-taxa	s3950-taxa	sS1-taxa	s3331-taxa	s3524-taxa	s3851-taxa	s3960-taxa	s4000-taxa	s4001-taxa	s3854-taxa	s3850-taxa	s3890-taxa	s4014-taxa	s3941-taxa	s3650-taxa	s3964-taxa	s3754-taxa	s4010-taxa	s3984-taxa	s3980-taxa	sE3-taxa	sS4-taxa	s3750-taxa	s3400-taxa	s3891-taxa	sE5-taxa	sS2-taxa	s3734-taxa	s3401-taxa	s3450-taxa	s3334-taxa	s3571-taxa	s3454-taxa	s3404-taxa	sE1-taxa	Consensus Lineage
47715	0.0	2.0	39.0	0.0	3.0	8.0	1.0	1.0	0.0	7.0	783.0	59.0	5.0	75.0	2.0	0.0	28.0	0.0	7.0	0.0	57.0	0.0	13.0	9.0	33.0	0.0	1.0	1.0	9.0	2.0	1.0	0.0	62.0	36.0	75.0	3161.0	0.0	7.0	5.0	0.0	46.0	7.0	2.0	7.0	0.0	0.0	0.0	0.0	0.0	11.0	749.0	0.0	10.0	1.0	5.0	9.0	1.0	0.0	1.0	1.0	0.0	3.0	0.0	0.0	8.0	3.0	0.0	57.0	96.0	14.0	44.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__rhamnosus
1255	0.0	6.0	16.0	0.0	31.0	2.0	5.0	5.0	0.0	0.0	64.0	32.0	1.0	17.0	0.0	0.0	36.0	0.0	0.0	0.0	5.0	0.0	38.0	5.0	3.0	1.0	0.0	3.0	2.0	5.0	0.0	0.0	24.0	4.0	44.0	5.0	0.0	3.0	4.0	0.0	27.0	0.0	0.0	6.0	0.0	17.0	3.0	0.0	1.0	3.0	1.0	5.0	4.0	28.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	34.0	0.0	0.0	5.0	1.0	0.0	17.0	5.0	7.0	11.0	1.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Pediococcus; s__pentosaceus
187452	0.0	2.0	53.0	0.0	4.0	25.0	3.0	61.0	0.0	2.0	22.0	35.0	5.0	35.0	1.0	0.0	32.0	0.0	0.0	0.0	8.0	1.0	129.0	11.0	11.0	0.0	0.0	2.0	10.0	3.0	1.0	1.0	31.0	126.0	94.0	13.0	0.0	4.0	0.0	1.0	20.0	5.0	3.0	17.0	0.0	12.0	2.0	0.0	0.0	7.0	13.0	0.0	4.0	7.0	1.0	7.0	0.0	0.0	0.0	7.0	0.0	6.0	0.0	9.0	1.0	6.0	0.0	71.0	1.0	54.0	13.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Pediococcus; s__claussenii
1245	0.0	19.0	189.0	1.0	5.0	1.0	5.0	5.0	1.0	1.0	29.0	19.0	11.0	551.0	0.0	16.0	26.0	0.0	0.0	0.0	10.0	0.0	28.0	67.0	6.0	1.0	1.0	2.0	5.0	1.0	5.0	0.0	300.0	68.0	35.0	3.0	0.0	3.0	6.0	0.0	1.0	9.0	0.0	0.0	0.0	11.0	2.0	1.0	1.0	1.0	4.0	3.0	32.0	3.0	1.0	3.0	0.0	0.0	0.0	1.0	0.0	28.0	0.0	0.0	16.0	0.0	0.0	35.0	2.0	8.0	9.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Leuconostocaceae; g__Leuconostoc; s__mesenteroides
33964	0.0	7.0	259.0	0.0	0.0	3.0	4.0	1.0	0.0	0.0	4.0	50.0	0.0	587.0	1.0	0.0	0.0	0.0	0.0	2.0	7.0	5.0	333.0	34.0	0.0	0.0	2.0	3.0	4.0	1.0	1.0	0.0	579.0	13.0	17.0	1.0	0.0	0.0	0.0	0.0	3.0	4.0	0.0	4.0	0.0	4.0	0.0	0.0	0.0	3.0	19.0	3.0	26.0	21.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	1.0	0.0	9.0	133.0	23.0	3.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Leuconostocaceae; g__Leuconostoc; s__citreum
1252	0.0	4.0	22.0	0.0	26.0	7.0	2.0	14.0	0.0	14.0	36.0	10.0	4.0	122.0	2.0	0.0	20.0	0.0	0.0	0.0	3.0	0.0	29.0	10.0	0.0	3.0	1.0	4.0	2.0	6.0	0.0	0.0	56.0	17.0	4.0	3.0	0.0	3.0	0.0	0.0	23.0	8.0	1.0	5.0	0.0	9.0	3.0	0.0	0.0	3.0	6.0	9.0	4.0	16.0	0.0	2.0	0.0	0.0	1.0	3.0	0.0	42.0	0.0	0.0	1.0	0.0	0.0	50.0	3.0	5.0	12.0	1.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Leuconostocaceae; g__Leuconostoc; s__carnosum
1244	0.0	1.0	91.0	0.0	2.0	7.0	0.0	5.0	0.0	0.0	5.0	10.0	17.0	149.0	0.0	0.0	29.0	0.0	0.0	0.0	4.0	6.0	18.0	14.0	4.0	3.0	2.0	4.0	2.0	1.0	1.0	0.0	63.0	17.0	11.0	1.0	0.0	1.0	1.0	0.0	15.0	1.0	3.0	5.0	0.0	12.0	2.0	0.0	0.0	0.0	1.0	6.0	0.0	6.0	1.0	8.0	0.0	0.0	0.0	0.0	0.0	41.0	0.0	0.0	9.0	0.0	0.0	24.0	2.0	7.0	5.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Leuconostocaceae; g__Leuconostoc; s__gelidum
165096	0.0	14.0	18.0	0.0	18.0	8.0	2.0	1.0	0.0	3.0	12.0	14.0	2.0	33.0	0.0	0.0	13.0	0.0	0.0	0.0	8.0	0.0	23.0	6.0	0.0	1.0	0.0	9.0	5.0	7.0	0.0	0.0	24.0	2.0	23.0	25.0	0.0	0.0	3.0	0.0	7.0	4.0	3.0	3.0	0.0	21.0	5.0	0.0	0.0	0.0	0.0	4.0	25.0	2.0	1.0	13.0	0.0	0.0	0.0	0.0	0.0	31.0	0.0	0.0	14.0	1.0	0.0	56.0	2.0	3.0	5.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Leuconostocaceae; g__Weissella; s__koreensis
2747	0.0	2.0	1.0	0.0	11.0	3.0	1.0	4.0	0.0	5.0	19.0	3.0	5.0	1.0	0.0	0.0	16.0	0.0	2.0	0.0	1.0	0.0	4.0	2.0	0.0	0.0	0.0	1.0	5.0	1.0	0.0	0.0	7.0	1.0	14.0	0.0	0.0	0.0	0.0	0.0	15.0	1.0	0.0	2.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	16.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	2.0	3.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Carnobacteriaceae; g__Carnobacterium; s__
208596	0.0	18.0	52.0	0.0	47.0	69.0	6.0	9.0	0.0	10.0	71.0	172.0	9.0	14.0	4.0	0.0	32.0	0.0	1.0	0.0	11.0	0.0	50.0	19.0	6.0	4.0	0.0	5.0	45.0	14.0	2.0	0.0	100.0	7.0	36.0	28.0	0.0	1.0	2.0	0.0	63.0	23.0	5.0	16.0	0.0	43.0	7.0	1.0	0.0	4.0	10.0	3.0	17.0	46.0	1.0	5.0	0.0	0.0	2.0	1.0	0.0	120.0	0.0	2.0	47.0	3.0	0.0	75.0	188.0	20.0	47.0	1.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Carnobacteriaceae; g__Carnobacterium; s__sp. 17-4
147709	0.0	4.0	28.0	0.0	3.0	20.0	2.0	10.0	0.0	7.0	48.0	50.0	11.0	32.0	1.0	0.0	106.0	0.0	6.0	0.0	14.0	6.0	19.0	23.0	1.0	2.0	1.0	10.0	14.0	3.0	1.0	0.0	131.0	15.0	66.0	71.0	0.0	8.0	1.0	0.0	101.0	15.0	0.0	7.0	0.0	19.0	3.0	0.0	0.0	12.0	3.0	3.0	9.0	11.0	1.0	2.0	0.0	0.0	0.0	2.0	0.0	70.0	0.0	2.0	23.0	0.0	0.0	60.0	21.0	17.0	23.0	1.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Carnobacteriaceae; g__Carnobacterium; s__inhibens
1376	0.0	8.0	34.0	0.0	7.0	27.0	1.0	3.0	0.0	1.0	9.0	38.0	5.0	12.0	0.0	3.0	14.0	2.0	3.0	0.0	4.0	63.0	15.0	2.0	5.0	2.0	0.0	8.0	26.0	3.0	0.0	0.0	41.0	3.0	18.0	43.0	0.0	7.0	2.0	1.0	46.0	96.0	0.0	13.0	4.0	7.0	0.0	0.0	0.0	1.0	4.0	1.0	7.0	2.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	67.0	0.0	0.0	23.0	0.0	0.0	15.0	94.0	7.0	13.0	1.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Aerococcaceae; g__Aerococcus; s__urinae
1385	0.0	36.0	69.0	0.0	14.0	15.0	6.0	9.0	0.0	15.0	59.0	28.0	9.0	11.0	2.0	0.0	32.0	0.0	3.0	0.0	9.0	18.0	24.0	4.0	52.0	1.0	3.0	12.0	10.0	4.0	1.0	1.0	14.0	38.0	25.0	60.0	0.0	3.0	8.0	0.0	32.0	33.0	1.0	9.0	0.0	53.0	1.0	0.0	2.0	3.0	0.0	0.0	51.0	4.0	1.0	32.0	0.0	0.0	1.0	0.0	0.0	33.0	0.0	3.0	31.0	7.0	0.0	101.0	29.0	16.0	81.0	1.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__; g__; s__
186817	0.0	4.0	34.0	1.0	23.0	4.0	1.0	5.0	0.0	3.0	55.0	55.0	1.0	11.0	0.0	0.0	41.0	0.0	3.0	0.0	9.0	27.0	18.0	2.0	25.0	2.0	1.0	5.0	11.0	2.0	1.0	0.0	3.0	57.0	16.0	10.0	0.0	6.0	2.0	0.0	18.0	35.0	1.0	2.0	0.0	8.0	2.0	0.0	0.0	5.0	0.0	0.0	14.0	9.0	1.0	11.0	1.0	0.0	0.0	9.0	0.0	9.0	0.0	0.0	4.0	1.0	0.0	131.0	127.0	6.0	16.0	1.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__; s__
580165	0.0	21.0	60.0	0.0	9.0	22.0	3.0	11.0	0.0	8.0	33.0	24.0	11.0	24.0	0.0	0.0	29.0	0.0	4.0	0.0	12.0	14.0	38.0	8.0	31.0	5.0	2.0	6.0	6.0	0.0	2.0	0.0	28.0	6.0	15.0	81.0	0.0	7.0	12.0	0.0	21.0	31.0	0.0	5.0	0.0	11.0	1.0	1.0	2.0	12.0	13.0	3.0	34.0	3.0	4.0	21.0	0.0	0.0	0.0	0.0	0.0	60.0	0.0	1.0	26.0	3.0	0.0	30.0	19.0	10.0	37.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__cytotoxicus
1428	0.0	10.0	25.0	0.0	8.0	10.0	6.0	5.0	0.0	4.0	43.0	19.0	2.0	11.0	1.0	65.0	14.0	0.0	0.0	0.0	6.0	0.0	10.0	5.0	25.0	12.0	3.0	2.0	8.0	4.0	0.0	0.0	20.0	14.0	34.0	79.0	0.0	3.0	25.0	0.0	33.0	9.0	11.0	61.0	1.0	7.0	4.0	1.0	1.0	59.0	1.0	1.0	11.0	2.0	2.0	7.0	0.0	0.0	1.0	0.0	0.0	197.0	0.0	1.0	22.0	0.0	0.0	42.0	2.0	20.0	9.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__thuringiensis
1396	0.0	9.0	24.0	0.0	21.0	32.0	3.0	22.0	0.0	3.0	7.0	36.0	9.0	9.0	2.0	1.0	40.0	0.0	1.0	0.0	15.0	0.0	18.0	17.0	26.0	5.0	1.0	2.0	8.0	4.0	1.0	0.0	80.0	3.0	16.0	7.0	0.0	3.0	3.0	0.0	14.0	14.0	1.0	2.0	0.0	57.0	3.0	0.0	1.0	4.0	16.0	8.0	10.0	3.0	1.0	18.0	0.0	0.0	0.0	0.0	0.0	45.0	0.0	1.0	20.0	7.0	0.0	33.0	1.0	19.0	61.0	2.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__cereus
1392	0.0	1.0	4.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__anthracis
86662	0.0	1.0	55.0	0.0	5.0	1.0	2.0	5.0	0.0	5.0	8.0	2.0	1.0	25.0	0.0	0.0	7.0	0.0	0.0	0.0	1.0	1.0	12.0	0.0	7.0	1.0	3.0	4.0	0.0	3.0	0.0	0.0	1.0	24.0	8.0	13.0	0.0	4.0	1.0	0.0	15.0	6.0	0.0	13.0	0.0	10.0	2.0	1.0	0.0	1.0	0.0	1.0	1.0	3.0	0.0	2.0	0.0	0.0	0.0	3.0	0.0	72.0	0.0	1.0	5.0	0.0	0.0	84.0	0.0	6.0	6.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__weihenstephanensis
1413	0.0	39.0	95.0	0.0	7.0	22.0	2.0	9.0	0.0	2.0	31.0	35.0	5.0	58.0	1.0	0.0	54.0	0.0	0.0	1.0	15.0	13.0	29.0	7.0	13.0	4.0	1.0	2.0	12.0	1.0	0.0	0.0	16.0	45.0	5.0	54.0	0.0	10.0	3.0	0.0	14.0	35.0	2.0	11.0	0.0	56.0	0.0	1.0	0.0	4.0	30.0	2.0	40.0	1.0	1.0	8.0	1.0	0.0	0.0	2.0	0.0	56.0	1.0	1.0	38.0	3.0	0.0	143.0	14.0	24.0	13.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__cellulosilyticus
1423	0.0	25.0	62.0	0.0	6.0	54.0	3.0	10.0	0.0	1.0	33.0	76.0	8.0	25.0	2.0	0.0	108.0	1.0	2.0	0.0	22.0	0.0	29.0	6.0	73.0	0.0	0.0	4.0	33.0	1.0	2.0	1.0	41.0	35.0	35.0	130.0	0.0	21.0	10.0	0.0	10.0	25.0	5.0	3.0	11.0	34.0	4.0	3.0	1.0	12.0	1.0	1.0	13.0	5.0	4.0	37.0	1.0	0.0	10.0	6.0	0.0	16.0	1.0	3.0	42.0	6.0	0.0	104.0	106.0	32.0	79.0	6.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__subtilis
1452	0.0	9.0	80.0	0.0	4.0	17.0	0.0	2.0	0.0	1.0	31.0	14.0	3.0	4.0	2.0	23.0	10.0	0.0	0.0	0.0	3.0	1.0	45.0	9.0	20.0	1.0	1.0	1.0	7.0	2.0	0.0	0.0	36.0	48.0	12.0	3.0	0.0	3.0	7.0	1.0	14.0	17.0	11.0	0.0	2.0	21.0	1.0	0.0	0.0	62.0	10.0	0.0	13.0	5.0	1.0	10.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	3.0	11.0	0.0	119.0	0.0	8.0	58.0	2.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__atrophaeus
1648923	0.0	2.0	17.0	0.0	0.0	20.0	0.0	2.0	0.0	1.0	17.0	15.0	2.0	37.0	1.0	33.0	81.0	0.0	0.0	0.0	6.0	34.0	5.0	6.0	57.0	4.0	1.0	0.0	11.0	5.0	0.0	0.0	28.0	6.0	6.0	2.0	0.0	16.0	21.0	2.0	16.0	80.0	0.0	5.0	0.0	16.0	1.0	0.0	2.0	5.0	73.0	0.0	2.0	3.0	0.0	34.0	5.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	10.0	4.0	0.0	9.0	73.0	3.0	116.0	3.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__paralicheniformis
1402	0.0	1.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	12.0	0.0	12.0	0.0	0.0	1.0	0.0	0.0	0.0	3.0	0.0	1.0	1.0	5.0	1.0	0.0	3.0	2.0	0.0	0.0	0.0	14.0	2.0	1.0	2.0	0.0	3.0	1.0	0.0	2.0	7.0	0.0	0.0	0.0	27.0	2.0	0.0	0.0	0.0	0.0	0.0	6.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	13.0	0.0	0.0	5.0	1.0	2.0	5.0	1.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__licheniformis
324767	0.0	31.0	104.0	0.0	7.0	23.0	3.0	5.0	0.0	0.0	58.0	15.0	0.0	63.0	0.0	21.0	99.0	0.0	0.0	0.0	25.0	1.0	10.0	6.0	16.0	2.0	0.0	0.0	12.0	6.0	0.0	0.0	21.0	28.0	10.0	82.0	0.0	18.0	6.0	1.0	26.0	38.0	2.0	10.0	0.0	31.0	0.0	3.0	0.0	1.0	19.0	0.0	35.0	2.0	3.0	12.0	1.0	0.0	0.0	3.0	0.0	38.0	0.0	0.0	19.0	4.0	0.0	16.0	1.0	22.0	33.0	2.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__infantis
1404	0.0	15.0	88.0	0.0	14.0	27.0	3.0	6.0	0.0	9.0	16.0	41.0	22.0	105.0	3.0	21.0	190.0	0.0	1.0	0.0	23.0	9.0	21.0	9.0	28.0	5.0	4.0	9.0	15.0	2.0	2.0	0.0	36.0	21.0	16.0	18.0	0.0	27.0	13.0	1.0	39.0	21.0	0.0	9.0	0.0	11.0	2.0	1.0	0.0	12.0	42.0	15.0	8.0	32.0	4.0	16.0	1.0	0.0	1.0	0.0	0.0	58.0	0.0	0.0	16.0	3.0	0.0	74.0	23.0	20.0	38.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__megaterium
79880	0.0	10.0	43.0	0.0	0.0	9.0	1.0	0.0	0.0	3.0	17.0	60.0	0.0	16.0	1.0	0.0	0.0	0.0	1.0	0.0	6.0	0.0	6.0	6.0	7.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	17.0	0.0	9.0	68.0	0.0	0.0	1.0	0.0	19.0	13.0	0.0	4.0	0.0	19.0	1.0	1.0	0.0	0.0	18.0	0.0	8.0	6.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	32.0	0.0	0.0	2.0	3.0	0.0	1.0	79.0	15.0	14.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__clausii
666686	0.0	4.0	13.0	0.0	4.0	4.0	2.0	1.0	0.0	1.0	13.0	26.0	3.0	45.0	0.0	0.0	106.0	0.0	1.0	0.0	16.0	0.0	12.0	2.0	10.0	4.0	1.0	2.0	6.0	1.0	1.0	0.0	8.0	20.0	13.0	9.0	0.0	19.0	1.0	0.0	26.0	2.0	2.0	8.0	0.0	19.0	1.0	0.0	0.0	1.0	9.0	4.0	0.0	1.0	0.0	4.0	0.0	0.0	0.0	2.0	0.0	47.0	0.0	1.0	13.0	0.0	0.0	38.0	2.0	15.0	3.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__sp. 1NLA3E
1127744	0.0	1.0	11.0	0.0	9.0	22.0	1.0	1.0	0.0	5.0	21.0	2.0	0.0	50.0	0.0	2.0	36.0	0.0	0.0	0.0	7.0	0.0	25.0	4.0	0.0	0.0	0.0	3.0	12.0	2.0	0.0	0.0	24.0	2.0	3.0	10.0	0.0	9.0	1.0	0.0	17.0	4.0	1.0	3.0	0.0	7.0	1.0	1.0	1.0	19.0	3.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	23.0	0.0	0.0	1.0	1.0	4.0	1.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__sp. JS
1462	0.0	11.0	0.0	0.0	0.0	12.0	2.0	1.0	0.0	0.0	8.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	4.0	0.0	2.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	5.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	4.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	9.0	8.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Geobacillus; s__kaustophilus
471223	0.0	2.0	45.0	0.0	0.0	26.0	2.0	0.0	0.0	0.0	19.0	16.0	1.0	1.0	0.0	0.0	11.0	1.0	0.0	0.0	7.0	26.0	4.0	0.0	6.0	2.0	2.0	2.0	5.0	1.0	0.0	0.0	5.0	14.0	2.0	14.0	0.0	1.0	1.0	0.0	12.0	28.0	1.0	0.0	0.0	17.0	0.0	0.0	0.0	1.0	8.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	1.0	0.0	32.0	51.0	5.0	1.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Geobacillus; s__sp. WCH70
182710	0.0	15.0	64.0	0.0	8.0	4.0	7.0	9.0	0.0	1.0	33.0	13.0	0.0	39.0	0.0	0.0	33.0	0.0	0.0	0.0	5.0	7.0	30.0	1.0	18.0	6.0	2.0	1.0	25.0	2.0	0.0	0.0	37.0	14.0	41.0	11.0	0.0	7.0	1.0	0.0	22.0	28.0	49.0	17.0	13.0	12.0	1.0	2.0	0.0	15.0	2.0	0.0	19.0	5.0	0.0	8.0	0.0	0.0	0.0	2.0	0.0	113.0	0.0	2.0	31.0	2.0	0.0	50.0	10.0	12.0	35.0	2.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Oceanobacillus; s__iheyensis
1449	0.0	12.0	52.0	0.0	11.0	17.0	5.0	11.0	0.0	3.0	21.0	29.0	4.0	63.0	0.0	1.0	59.0	0.0	2.0	0.0	7.0	19.0	10.0	6.0	1.0	2.0	2.0	3.0	10.0	3.0	3.0	0.0	33.0	11.0	20.0	7.0	0.0	8.0	0.0	0.0	7.0	19.0	19.0	18.0	0.0	18.0	1.0	0.0	0.0	3.0	16.0	2.0	12.0	5.0	1.0	0.0	0.0	0.0	1.0	3.0	0.0	66.0	0.0	0.0	8.0	2.0	0.0	32.0	57.0	13.0	14.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Amphibacillus; s__xylanus
33934	0.0	4.0	1.0	0.0	24.0	1.0	7.0	9.0	0.0	3.0	16.0	3.0	4.0	2.0	0.0	14.0	8.0	0.0	0.0	0.0	3.0	0.0	12.0	5.0	2.0	3.0	0.0	1.0	1.0	4.0	0.0	0.0	11.0	7.0	3.0	4.0	0.0	4.0	7.0	1.0	11.0	7.0	0.0	5.0	0.0	10.0	2.0	0.0	1.0	0.0	8.0	0.0	6.0	1.0	0.0	3.0	0.0	1.0	0.0	0.0	0.0	35.0	0.0	1.0	18.0	0.0	0.0	18.0	0.0	1.0	5.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Anoxybacillus; s__flavithermus
1570	0.0	3.0	6.0	0.0	6.0	3.0	0.0	5.0	0.0	7.0	22.0	2.0	2.0	23.0	1.0	0.0	22.0	0.0	1.0	0.0	2.0	0.0	16.0	2.0	4.0	2.0	0.0	4.0	5.0	3.0	0.0	0.0	10.0	19.0	3.0	5.0	0.0	3.0	0.0	0.0	12.0	2.0	1.0	8.0	1.0	11.0	1.0	0.0	0.0	3.0	8.0	1.0	1.0	10.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	39.0	1.0	0.0	29.0	31.0	0.0	41.0	2.0	11.0	8.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Halobacillus; s__halophilus
1426	0.0	2.0	4.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	43.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	13.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	5.0	1.0	0.0	0.0	1.0	6.0	0.0	0.0	24.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	16.0	0.0	1.0	0.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Parageobacillus; s__thermoglucosidans
90964	0.0	1.0	11.0	0.0	1.0	0.0	1.0	1.0	0.0	2.0	0.0	2.0	0.0	2.0	0.0	0.0	10.0	0.0	3.0	0.0	1.0	0.0	18.0	0.0	0.0	0.0	0.0	9.0	2.0	1.0	0.0	0.0	1.0	0.0	3.0	4.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	9.0	13.0	9.0	0.0	6.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__; s__
1279	0.0	11.0	37.0	0.0	3.0	16.0	59.0	3.0	1.0	486.0	15.0	15.0	8.0	3.0	0.0	1.0	12.0	2.0	7.0	0.0	12.0	0.0	45.0	55.0	8.0	0.0	1.0	17.0	11.0	0.0	1.0	0.0	27.0	18.0	38.0	3.0	0.0	14.0	1.0	0.0	22.0	7.0	1.0	9.0	0.0	12.0	9.0	3.0	160.0	3.0	38.0	7.0	34.0	4.0	8.0	5.0	0.0	1.0	25.0	1.0	0.0	68.0	0.0	6.0	21.0	0.0	0.0	21.0	1.0	17.0	9.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__Staphylococcus; s__
